City,income,racaian,racasn,racblk,racsor,racwht,selfcare_diff,ind_liv_diff,amb_diff,is_medicare,is_va,public_assist_inc,ret_income,avg_schl,ss_income,age,disabled,is_insured,is_married,inc_pov_ratio,avg_weight,year,CO,NO2,O3,SO2,GoodHealth,SeenDoctor12mo,CholestCheck,Exercise,Smoke,BingeDrink,Asthma,CVDperCapita
Denver,28594.282181908547,0.011225728155339806,0.022148058252427185,0.059364886731391585,0.027609223300970872,0.8978559870550162,1.9702252057167604,1.9396763119176066,1.9396763119176066,1.8244336569579287,1.975121359223301,50.584845512506135,1765.649828347229,16.00548523206751,2365.7785679254534,39.93658980582524,1.8744943365695792,1.1153923948220066,0.42991504854368934,308.00694804521413,97.05076860841424,2008,0.7734203428571429,42.04014739047619,0.009511133333333333,4.010977961904762,85.9,59.8,77.3,39.6,17.6,21,7.9,210.5
Detroit,16583.103893483963,0.01568079490762304,0.01832013662474771,0.6379444185685452,0.04145319049836982,0.31082130104021116,1.9445735147693328,1.889565730005895,1.889565730005895,1.8275112560161466,1.9764011799410028,135.3428964433091,2299.084299469444,14.540623485705055,2412.785223030065,38.17869895978885,1.8015836050302747,1.160378823164105,0.28054649899083994,232.55358275206086,141.38068622884646,2008,NA,NA,NA,NA,78.4,69.3,75.1,30.3,25.8,17.2,13,385.2
Fort Worth,31616.58284657321,0.016387364674477236,0.04552869642592318,0.1234613673439122,0.07140738543674922,0.7742844431262049,1.975008061915511,1.949827652240521,1.949827652240521,1.8928518463591872,1.9799792377280143,19.58445040214477,1639.1621983914208,15.21390207830622,1604.0492148602068,34.52187453655643,1.8946314696722526,1.1878244104997775,0.418285629541747,324.83736681887365,103.24862820702951,2008,NA,NA,NA,NA,82.8,63,70.4,26.4,17.3,19.7,8.3,289.325
Houston,31901.429158705345,0.012982977873454805,0.062273907543443044,0.17204110166670367,0.08220333340731041,0.6913380234803258,1.971404622200934,1.9437723632646107,1.9437723632646107,1.8778934286158149,1.9798042566412926,24.187539046969956,1384.2639291191003,14.991739180879453,1740.1279036746748,36.19154885816374,1.8828868816440667,1.2059078097605362,0.43092389977584944,314.7300469483568,111.18679952950576,2008,0.22110545971223022,14.189382690647482,0.021417988489208634,1.4905702733812949,82.8,60.7,70.9,28.8,17.1,18.8,6.9,255.3
Indianapolis,27743.832926233514,0.007933461292386436,0.029046705054382598,0.2293026231605886,0.023672424824056303,0.7369161868202175,1.962692731277533,1.9249037227214378,1.9249037227214378,1.8528470889315418,1.9731285988483684,36.16655969191271,1699.1158536585365,15.461610237270062,2216.2259306803594,37.21113243761996,1.8595009596928982,1.1403710812539987,0.363275751759437,300.5085571353344,112.69033909149073,2008,NA,NA,NA,NA,82.8,62.7,75.1,27.3,26.4,18.4,9.2,309.7
Jacksonville,24202.988658301158,0.011086797957695113,0.03175297836129346,0.1612448334548991,0.014344760515438853,0.8040846097738876,1.966232288757886,1.930203572912339,1.930203572912339,1.8292244104060296,1.9654266958424507,28.67078164876254,2323.2209626684075,15.608434949108133,2401.817318535225,39.575297836129344,1.8444444444444446,1.1446146365183565,0.4427425237053246,306.09230228117775,99.23515681983953,2008,NA,NA,NA,NA,79.8,70.9,80.2,32.7,22.1,19.1,9.9,297
Kansas City,28452.053743803808,0.02135600248807796,0.027990877047480822,0.26166286543645034,0.030893634667219574,0.6889902550279908,1.9675050077898955,1.9323076923076923,1.9323076923076923,1.8420070495542193,1.9730458221024259,23.646153846153847,1833.4333333333334,15.573491379310346,2268.0138461538463,38.70205266431682,1.8552767986730252,1.145345220816919,0.3815052871656645,300.32389604901755,121.92805307899647,2008,NA,NA,NA,NA,84.4,66.6,77.8,28.7,22.8,19.2,9.4,251.875
Las Vegas,28549.978147383757,0.028156748911465895,0.09724238026124818,0.08321238509917755,0.06415094339622641,0.7601354620222545,1.970512423961233,1.9410639569635386,1.9410639569635386,1.847218190614417,1.9703918722786646,48.302450687387925,2133.5301852958755,15.351074512954408,2248.3519426180515,38.87005321722303,1.8729559748427673,1.191775520077407,0.4103531688437349,315.70615369516145,99.44257377842284,2008,NA,NA,NA,NA,80.7,61.8,71.3,31.8,22.5,18.6,7.6,265.2
Long Beach,26923.437858289384,0.017827605219628746,0.08123506708325676,0.08959750045947436,0.07746737732034552,0.7585921705568829,1.961470760805789,1.930466192572525,1.930466192572525,1.820529314464253,1.9727991178092263,76.63506039056327,2022.2451743989163,15.57164677804296,2410.9639914211534,39.7327697114501,1.8597684249218893,1.134717882742143,0.42510567910310604,305.463334274687,95.37134717882742,2008,0.5300114713114754,20.804859838797814,0.02246593442622951,2.1757865300546446,78.6,66.5,76.4,32.1,12.8,17.5,6.4,255.7
Los Angeles,31452.82256913193,0.014010202811994525,0.13753888266766207,0.09272116461366181,0.19138982207291277,0.5946746298370038,1.967723969660001,1.9387088901092195,1.9387088901092195,1.872415080253826,1.9892746049520966,79.12624321191043,1311.2907437915676,15.240554449300474,1624.1390566843615,37.35363941769317,1.8910289909170088,1.2151549085479656,0.3602090332213512,293.44583576744304,112.0427273858405,2008,0.3770433695652174,20.40428186231884,0.023782071014492753,0.9936748463768116,78.6,66.5,76.4,32.1,12.8,17.5,6.4,255.7
Memphis,23311.399983004758,0.013200663349917081,0.010381426202321725,0.12192371475953565,0.0294195688225539,0.8442454394693201,1.9694915254237289,1.9274587596575485,1.9274587596575485,1.8294527363184079,1.9785737976782753,32.013781582793904,1838.7239089580287,14.992460495059731,2417.4558362915013,38.76888888888889,1.8590381426202323,1.137313432835821,0.4464013266998342,300.15102694233457,93.54149253731343,2008,NA,NA,NA,NA,81.3,78.5,76.8,24.6,19.7,11.9,7,333.8
Mesa,30133.605400696862,0.03799120637537785,0.035930200604561695,0.028922780983786756,0.051112943116240726,0.8705688375927453,1.9762796504369537,1.9525194627427496,1.9525194627427496,1.8485847760373728,1.9749244297884034,29.34297202498075,2110.580032509197,15.978607712670817,2367.4509367781675,37.97451222863424,1.8899422918384172,1.1247595493267382,0.43281121187139326,333.58526242613834,106.1984748557296,2008,NA,NA,NA,NA,83.5,60.5,74.5,32.8,18.3,18.7,9,220.2
Miami,21870.909636589025,0.03998732238127938,0.010723152501188526,0.10987269557868047,0.04970683006708573,0.8189741693518567,1.963578203041697,1.9247781921049247,1.9247781921049247,1.8109450108287992,1.97575405419682,26.518194676610516,1278.2778706442073,14.922992600712524,2311.062749132056,40.61417780360256,1.8438011726797316,1.2444139242512282,0.43790607997464476,272.89643230168764,88.53356927790396,2008,NA,NA,NA,NA,79.3,69.7,81.2,29.9,15,13.6,5.8,251.7
Milwaukee,22395.715766823163,0.017890772128060263,0.04331450094161959,0.3680163214061519,0.029504080351537978,0.5692090395480226,1.956764060124979,1.9198458574181116,1.9198458574181116,1.8644067796610169,1.982736974262398,36.84393063583815,1174.52408477842,15.648981603153745,1840.8362235067436,36.31748273697426,1.8534212178279974,1.1206842435655995,0.2884494664155681,267.36761307362167,167.5786252354049,2008,NA,NA,NA,NA,84.4,67.6,77.5,34.7,24.3,26.3,10.3,241.33333333333334
Minneapolis,26163.70483711747,0.021894822999795376,0.023941068139963165,0.0777573153263761,0.018006957233476572,0.8772252915899325,1.9733014977208596,1.944430904216427,1.944430904216427,1.8328217720482913,1.9756496828320034,38.291494028759445,1117.1264928101389,16.413595933926302,2177.1581769437,39.68631062001228,1.8598322078985063,1.1070186208307755,0.42357274401473294,306.52879692832767,114.73337425823614,2008,NA,NA,NA,NA,89,68,78.5,33.9,17.8,23,7.5,182.7
New York,32307.797614214178,0.007702749629068409,0.13869684629226253,0.2558165230293273,0.11906114846734224,0.504987846071282,1.9617518394985167,1.9267488614059494,1.9267488614059494,1.8479338321179404,1.989250876029927,65.23894277492997,1542.5708024467863,15.598660948140388,1958.1619376107628,38.845834517157556,1.8697951194873252,1.1241752691227074,0.3464185371089434,301.4001127214171,132.02056697288253,2008,0.49540508173690934,23.104233494252874,0.01975885185185185,5.214913222860792,81.4,72.7,80.5,30.9,16.1,17.5,9.2,322.2
Oakland,27261.713051491763,0.020775495095317415,0.08046455672774386,0.08194521562095133,0.03465667221913752,0.8051082731815659,1.9676324462590389,1.9351547443600499,1.9351547443600499,1.8282435683879326,1.9750601517675366,53.549597551298035,1868.5077655594605,15.64397679881118,2367.5960775422286,40.23362021099389,1.8644271700906903,1.1135480288728483,0.44567832685545067,316.0795540438398,92.5585322968721,2008,NA,NA,NA,NA,85.3,64.3,79.1,38.6,11.7,20.8,8.6,231
Oklahoma City,25368.67104111986,0.07009882785566536,0.03792231670880258,0.13192369570213744,0.04435761893817513,0.7641921397379913,1.9666172106824926,1.9364577343300748,1.9364577343300748,1.8388876120432085,1.971270972190301,32.15641173087982,2088.4128809660724,15.467404378157324,2123.3611270845313,38.17605148241783,1.843024592047805,1.1739829924155367,0.4180648126867387,292.82083235363274,125.18961158354401,2008,NA,NA,NA,NA,82.3,56.3,68.2,25.3,25.2,18.9,11.3,317.375
Omaha,26903.66061452514,0.012529507899037588,0.016887597603050662,0.10877065552932631,0.03141456328309424,0.8510986017795533,1.9663030775223997,1.9317974452554745,1.9317974452554745,1.8382059197385145,1.9711276557109134,31.402828467153284,1679.1195255474452,15.53996212121212,2275.07299270073,38.100780824405305,1.8525512983475576,1.1372798256764118,0.44161975667332487,305.82925472747496,119.05719992736518,2008,NA,NA,NA,NA,86.4,61.1,74.2,28.4,21.4,24,6.8,242.1
Philadelphia,20980.785752429776,0.012291483757682178,0.05381913959613696,0.3381913959613696,0.042230026338893764,0.5718173836698859,1.9498008706122072,1.8962402856542744,1.8962402856542744,1.8112379280070237,1.977260755048288,106.9197647553035,1714.0254148288175,15.311984033384741,2475.468388993909,40.21185250219491,1.8056189640035119,1.131782265144864,0.334503950834065,266.08447865127357,149.7764705882353,2008,0.29814677809388335,19.60680646514936,0.01848109815078236,3.354790748221906,83.4,72.6,80.7,29.9,19.7,22.2,9.6,340.6
Phoenix,31136.351656394454,0.026019964627237026,0.040109115980694866,0.04295692316915974,0.06268173506400072,0.8517641416109596,1.9773984053497942,1.9512508502758672,1.9512508502758672,1.8697203153571749,1.9776671962588808,27.955558914670092,1866.8934320913006,15.608335158474391,2012.629808782405,37.07593153271981,1.8868071584879642,1.153811565094877,0.4185077490332444,318.80296809901773,112.13135885368267,2008,0.5281851593567252,20.894875136695905,0.02537909649122807,1.9256166604532163,83.5,60.5,74.5,32.8,18.3,18.7,8.8,220.2
Portland,27970.515311636846,0.019752728677677966,0.043707138027624846,0.05051675842750893,0.023181686467690525,0.8901767603593161,1.9691342147229796,1.9372968500679628,1.9372968500679628,1.847725297015358,1.9749348015068096,40.82914721352166,1870.3607351811359,15.951927891837757,2222.64405176999,39.12213851057665,1.8631314594803439,1.1203032937312856,0.436153771853569,321.17524649457465,102.97918477735922,2008,0.3362149557926829,10.952497088414635,0.019139314024390244,0.9716905564024391,84.9,56.7,73.7,38.7,17,17.4,12,220.2
Raleigh,35320.67910734898,0.006041335453100159,0.047058823529411764,0.2330683624801272,0.03720190779014308,0.6906200317965023,1.9798319327731093,1.9571645185746778,1.9571645185746778,1.8753577106518282,1.988871224165342,16.96739954510993,1727.8241091736163,16.98722149410223,1813.3889310083396,36.73704292527822,1.9052464228934818,1.136724960254372,0.3850556438791733,342.8789722785666,106.54912559618442,2008,NA,NA,NA,NA,87.9,74,83.2,30.1,16.3,18.6,8.6,236.5
Sacramento,26253.22597461469,0.020705797623334535,0.17680950666186532,0.11811307166006482,0.061037090385307885,0.6607850198055456,1.95898626426775,1.910002227667632,1.910002227667632,1.8543392149801945,1.9792942023766655,102.54934283804856,2449.0666072621966,15.548223350253807,1992.3501893517487,37.762693554195174,1.8399351818509182,1.1271155923658625,0.36496218941303565,297.3916006631055,102.47659344616493,2008,NA,NA,NA,NA,86.3,60.2,76.5,40.2,13.5,20,8.8,261
San Antonio,24493.919315403422,0.009882073917912905,0.02958034126095263,0.06739574412016602,0.09901838065748732,0.8202121351867712,1.9647250106037042,1.9288553917508697,1.9288553917508697,1.841491534356677,1.9631069240397918,28.541494119595825,2470.9387112804375,15.111874656404618,2059.795428192811,38.07115093220897,1.8466960932867778,1.1816325186112393,0.42486329797746886,294.8931344089651,111.55122208314118,2008,0.2870115647887324,8.874186715492957,0.024877876056338028,0.44982155070422536,81.2,60.8,73.8,29.6,18.1,21.7,7.3,257.8
San Diego,32138.832704767432,0.018361801242236023,0.13660714285714284,0.05217391304347826,0.06812888198757763,0.7601708074534161,1.9716868215774486,1.9461604257745675,1.9461604257745675,1.8621506211180123,1.973524844720497,50.78834822277134,2449.948203763543,16.009339774557166,1828.4869796616613,38.091343167701865,1.8905667701863353,1.1526009316770187,0.415527950310559,337.6644972078261,104.67554347826086,2008,0.7350171493212669,21.82135035444947,0.024920843137254903,2.6291116840120665,84,62.2,77.7,37.4,13.3,19,9,228.5
