City,income,racaian,racasn,racblk,racsor,racwht,selfcare_diff,ind_liv_diff,amb_diff,is_medicare,is_va,public_assist_inc,ret_income,avg_schl,ss_income,age,disabled,is_insured,is_married,inc_pov_ratio,avg_weight,year,CO,NO2,O3,SO2,GoodHealth,SeenDoctor12mo,CholestCheck,Exercise,Smoke,BingeDrink,Asthma,CVDperCapita
San Francisco,45915.56069854188,0.009088200238379023,0.35652562574493446,0.06495828367103695,0.03933253873659118,0.5619785458879618,1.9641304347826087,1.933378083571069,1.933378083571069,1.8508641239570918,1.9840584028605484,75.41366001006881,1750.8894109749958,17.37452151278518,1824.2507132069138,41.723927294398095,1.8814064362336114,1.0911799761620977,0.35458879618593564,355.22714177407124,120.49895709177592,2008,0.42761325342465756,15.690760912328766,0.021041309589041095,0.9612938698630137,85.3,64.3,79.1,38.6,11.7,20.8,8.6,206.4
San Jose,42763.78156161806,0.013270071910445548,0.35740232782267034,0.0243161094224924,0.0943731929720513,0.5479279412854919,1.979343767379042,1.950860632981677,1.950860632981677,1.88627770776188,1.9892505004077397,44.73163057560615,1613.4314269850083,16.000850011591066,1606.7586526004072,37.060864408036174,1.9113351619838388,1.095188672251464,0.4428052487211802,379.2238098819283,105.77655867744087,2008,NA,NA,NA,NA,85.1,65.6,78.7,39,14.1,19.9,5.1,186.3
Seattle,39607.25581915846,0.02018241800892684,0.1558315544343101,0.07102658645449253,0.013778381525325054,0.7733359208228217,1.970018356108505,1.9497666148032897,1.9497666148032897,1.87172520861634,1.9854453716281777,53.21404756612581,1525.176705934652,17.982371794871796,1867.2438319626583,39.666019794294584,1.8936541820298856,1.0834465359984475,0.35552105569571124,359.2227401702473,112.33689113137977,2008,NA,NA,NA,NA,87.1,60.5,74,33.5,14.5,20.4,5,214.8
Tucson,25206.023845193507,0.043237250554323724,0.03154605926224552,0.0381979439629107,0.08314855875831485,0.8319895182422898,1.9715690466011115,1.9376613795647362,1.9376613795647362,1.8193912517637574,1.9620036283007458,33.19931144719046,2895.821222181237,16.055659787367105,2590.4303455059635,39.8723039709736,1.8644426526909896,1.1351542027816972,0.4238056843378351,309.9673061056106,101.9960693408587,2008,0.27150744505494506,13.410799521978022,0.02881160164835165,0.8586286978021977,83.5,65.3,74.2,34.9,18.7,16.4,7.8,227.4
Tulsa,27345.643951612903,0.09426627793974733,0.024619371558147068,0.1561386459345643,0.031098153547133137,0.7670877874959507,1.9585492227979275,1.9219492868462758,1.9219492868462758,1.8292840945902171,1.9695497246517655,24.037242472266243,1422.89381933439,15.795439302481556,2650.4912836767035,39.337868480725625,1.8312277291869128,1.1758989310009718,0.38289601554907676,295.5018512285426,128.1950113378685,2008,0.3146451632653061,10.646988846938775,0.02353062244897959,0.9856382959183674,80.7,58.5,72.9,27.5,26.3,15.6,6.9,308.85
Virginia Beach,32405.215866628343,0.010283363802559415,0.0806672760511883,0.1766453382084095,0.01622486288848263,0.7550274223034735,1.9796116504854369,1.9588384550324218,1.9588384550324218,1.8724862888482632,1.9721206581352833,6.692979983084297,3410.050747110234,16.1999527298511,1823.8629828023682,37.49223034734918,1.9017367458866545,1.0838665447897624,0.4522394881170018,360.29351615152217,99.19972577696527,2008,NA,NA,NA,NA,82.4,78.8,77.3,31.5,24.1,22.7,8.8,231.6
Wichita,27832.511583011583,0.03031423290203327,0.04436229205175601,0.11164510166358595,0.05767097966728281,0.799260628465804,1.9688622754491019,1.9309039280643634,1.9309039280643634,1.855083179297597,1.9744916820702403,79.39422621864648,1458.679602460956,15.403935185185185,2336.015144344534,37.49279112754159,1.8569316081330869,1.1375231053604435,0.4036968576709797,302.60459856765925,127.53345656192236,2008,NA,NA,NA,NA,83.9,70.9,73.8,25.5,22.9,15.4,10.3,263
Albuquerque,26579.177344269563,0.05245316681534344,0.02569134701159679,0.030330062444246207,0.13773416592328278,0.791436217662801,1.9716622289844048,1.9386060738474984,1.9386060738474984,1.8212310437109724,1.9666369313113292,41.88332969193795,2963.6071662661134,16.0312847093669,2419.496176534848,39.72899197145406,1.8685102586975915,1.1334522747546834,0.4071364852809991,313.4236524247341,114.68331846565566,2009,NA,NA,NA,NA,83.7,58.5,72.7,32.4,22.4,17,10.6,222.9
Arlington,23036.469156484036,0.013910173287751976,0.018389720617706003,0.05744822979291917,0.018507603442178475,0.9067153915674486,1.9672981223602224,1.9351789004169495,1.9351789004169495,1.7968878934339267,1.9691539942630358,30.59342577329584,1639.734800736934,15.398696006519968,2760.5209929215553,40.63263782466895,1.8493064560493535,1.1177256473731778,0.479861684152619,299.5047630629535,84.28386184132972,2009,NA,NA,NA,NA,82.8,63,70.4,26.4,17.3,19.7,8.3,273.1
Atlanta,30144.53694243233,0.010738005089690273,0.0208553162435603,0.2359257650052759,0.016820805660728695,0.7330395382037118,1.9666732529803068,1.9347401622108742,1.9347401622108742,1.819067717708398,1.9770963937682329,36.130219285070595,1873.561880444578,16.1036569662632,2366.3915590267347,39.803364161132144,1.856805909006269,1.1415182173670164,0.4041958910061449,303.39754283866796,97.00173794302029,2009,NA,NA,NA,NA,84,70.1,77.8,32.1,17.8,17.9,9.4,262.2
Austin,31704.90638511815,0.011388977381331634,0.048104491876393755,0.06546670914303919,0.06936922586811087,0.8282096208983752,1.972961446605254,1.949375866851595,1.949375866851595,1.8705798024848679,1.979213125199108,31.195759857340995,1715.9738458490192,15.965959913864502,1796.5545868832971,36.54738770309016,1.8896145269194011,1.1479770627588404,0.4225868110863332,321.0251276647483,104.80033450143358,2009,NA,NA,NA,NA,88,62.3,73.1,32.3,14.7,22.8,5.7,206.06666666666666
Baltimore,25373.284954934134,0.01735106998264893,0.03161750530171583,0.5866589550800078,0.010796221322537112,0.3780605359552728,1.9579934747145187,1.9237986270022884,1.9237986270022884,1.8058608058608059,1.9710815500289185,79.61327231121281,1807.1006864988558,15.89502099580084,2226.837528604119,39.667630614999034,1.8326585695006747,1.1293618662039715,0.2700983227299017,276.5056179775281,122.77366493155967,2009,NA,NA,NA,NA,84.3,77.3,83.5,26.8,21.7,20.1,9.6,384.6
Boston,31387.58233075956,0.010790812394018807,0.08123940188068444,0.25250501002004005,0.05765376907661477,0.6254046554647757,1.963904176108773,1.927505330490405,1.927505330490405,1.8369045783875444,1.9821180823184832,80.70362473347548,1134.9289267945985,16.53848600508906,1818.0579246624022,38.28117774009558,1.8464621550793896,1.0796978572529674,0.3064590719901341,298.96533203125,117.59657777092647,2009,0.28653484626038783,18.048384709141274,0.021127415512465376,2.126782941828255,86,78.6,83.2,34.7,17.2,22.4,10.1,219.6
Charlotte,28578.36582079497,0.01433948736332676,0.026438429826133716,0.16302204696182113,0.050636314751747624,0.7688653880623768,1.971706201771935,1.9440282062582634,1.9440282062582634,1.8402043376949273,1.978401147158989,34.13618334067871,1840.269942706038,15.68914519579574,2386.1815777875718,38.52706578239828,1.872288940670371,1.129861982434128,0.43224592220828106,314.3256372367935,100.70935651550457,2009,0.29387604142857143,9.851958402857143,0.025921465714285715,0.8021515,83.6,68.5,78,29,18.7,18.2,7.9,221.3
Chicago,32191.817797389227,0.006107265795610171,0.06917866528482067,0.2555057926490728,0.0975311840692897,0.5897768071954695,1.9704258675078865,1.9375735094544468,1.9375735094544468,1.8574231039715734,1.9853795758226302,57.5061069392925,1501.3516692300732,15.732089265101962,1862.8091920745499,37.57008550172114,1.8818151534219196,1.1501276973757264,0.34907650738423956,302.1344836720021,135.51519413702485,2009,NA,NA,NA,NA,82.2,63.9,73.7,31,19.5,23.5,7.7,249.95
Cleveland,21532.21623762376,0.03459577567370721,0.012973415877640204,0.16036962855061906,0.022942461762563728,0.7941551347414421,1.9617478441007852,1.9224094777240113,1.9224094777240113,1.8045338674435543,1.9716860888565186,49.20184659880972,1821.100172423383,15.174142480211081,2685.225540908838,40.36544064093226,1.8233794610342315,1.1478969410050983,0.4274854333576111,286.7666792310592,97.07060269482884,2009,NA,NA,NA,NA,81.8,71.4,80.3,35.7,23,19.2,7.7,289.5
Colorado Springs,29131.66106804479,0.026518966096005372,0.03491104397448808,0.06025511916750587,0.042463914065122524,0.8803289694528366,1.9799319118437555,1.9580964413560749,1.9580964413560749,1.8682443773078214,1.9682779456193353,22.73320699094546,3197.487892187829,16.23274058577406,1843.9229311433985,37.15005035246727,1.897113125209802,1.1052366565961733,0.4647532729103726,335.8415205693456,101.50604229607251,2009,NA,NA,NA,NA,86.2,62.3,74.8,39.8,17.6,15.8,8.4,224.9
Columbus,26526.844682101306,0.0155565089254071,0.020294342578948348,0.08673593105892448,0.011340956147059373,0.8859189345470146,1.9704321907600597,1.9394177630818323,1.9394177630818323,1.8266027494357502,1.9750424353211096,41.98196406687169,1901.1052789788887,15.564852585790236,2436.2145813582447,39.36031784521833,1.8648411706552759,1.103542183507116,0.46320717763145625,318.2858048283942,90.61597433362556,2009,NA,NA,NA,NA,82.9,71.7,76.1,31.3,22,20.2,8.8,252.63333333333333
Dallas,33083.36514358591,0.0162951419472864,0.04421031235178535,0.15627752557761365,0.0752422250830002,0.7371095602683109,1.975526653233193,1.9467432619212164,1.9467432619212164,1.873839691035978,1.9809607696998441,28.637266758811332,1575.1360573600552,15.349140066529833,1847.811420179682,35.889457280303546,1.8925401449962735,1.1823971813808523,0.4214038891523816,319.8771023338073,109.90307608916594,2009,0.2840047866242038,12.460050929936306,0.01945868152866242,0.5350399394904458,85.2,59.8,71.2,26.9,16.8,17.2,6.3,263.76
Denver,29003.83814608105,0.013633197333067967,0.02040003980495572,0.062095730918499355,0.03343616280226888,0.8891431983281919,1.9700750766627895,1.9449442245412019,1.9449442245412019,1.8117225594586526,1.9747238531197133,47.7725800647715,1749.857262804366,16.20198470126111,2450.8417896125707,40.40352273858095,1.8796895213454075,1.1093641158324212,0.4321823066971838,312.7279501837485,95.93422231067768,2009,NA,NA,NA,NA,85.9,59.8,77.3,39.6,17.6,21,7.9,208.1
Detroit,14785.831038798498,0.015556635877491492,0.01523253929671042,0.6451142440447253,0.04310484524388268,0.30222006157835035,1.9488685437899465,1.8976924647743516,1.8976924647743516,1.81267217630854,1.975530708151029,120.32142127833367,2547.753726771493,14.746464646464647,2756.3965693281602,38.496191865175824,1.8097553070815102,1.1693404634581106,0.2707826932425863,221.6612930031577,168.31404958677686,2009,NA,NA,NA,NA,78.4,69.3,75.1,30.3,25.8,17.2,13,355.1
Fort Worth,31539.598596102336,0.015530992024625717,0.050930460333006855,0.12809570449139498,0.07009934238141878,0.7664754442423395,1.9769578197963715,1.9528002178451485,1.9528002178451485,1.890093745627536,1.979991604869176,32.810202414450394,1376.7268766451848,15.282944028206257,1633.7378596714168,34.177626976353714,1.8991185112634672,1.1820344200363788,0.4159087729117112,319.216401239461,100.04477403106199,2009,NA,NA,NA,NA,82.8,63,70.4,26.4,17.3,19.7,8.3,281.35
Houston,30842.586919640333,0.0138227913818465,0.06504715756684261,0.16390499264515013,0.06943843558016786,0.7091156874621442,1.9724558452481076,1.9475393454908818,1.9475393454908818,1.872977416284503,1.9812018689971447,30.303938712632192,1400.7031948261026,14.955057705363204,1847.3154578510562,36.08109803582244,1.8856104525395865,1.2048974647399844,0.427143722419313,306.6948969707644,111.94659081076404,2009,0.18400794652014651,9.511553373626374,0.02125410769230769,1.4048435201465201,82.8,60.7,70.9,28.8,17.1,18.8,6.9,248.6
Indianapolis,26288.084096858638,0.010744234800838574,0.02070230607966457,0.24698637316561844,0.028825995807127882,0.7188155136268344,1.9632835404160267,1.92854843900869,1.92854843900869,1.840801886792453,1.9722222222222223,65.32990022529772,1702.5442549082716,15.563552417164585,2440.5873833279693,38.4291142557652,1.8510220125786163,1.1390199161425576,0.3714622641509434,296.79429107477887,116.82861635220125,2009,NA,NA,NA,NA,82.8,62.7,75.1,27.3,26.4,18.4,9.2,296.8
Jacksonville,23344.242822966506,0.011508704061895551,0.03147969052224372,0.16745647969052224,0.01711798839458414,0.7947775628626692,1.965702202279643,1.9313962397595332,1.9313962397595332,1.8163926499032883,1.9627659574468086,26.590676018152887,2396.74839394118,15.698734685679856,2586.493074792244,39.771034816247585,1.841972920696325,1.140715667311412,0.43979690522243714,301.05676528007206,99.00894584139265,2009,NA,NA,NA,NA,79.8,70.9,80.2,32.7,22.1,19.1,9.9,295.8
Kansas City,25233.80323590814,0.020580366330520683,0.030870549495781024,0.264663511010496,0.03354599711874871,0.6834739658365919,1.968987059348505,1.9307692307692308,1.9307692307692308,1.837826713315497,1.971187487137271,36.62051282051282,1796.0948717948718,15.544355709043817,2356.5128205128203,37.91273924675859,1.8534677917266926,1.1566165877752623,0.3589215888042807,289.69726113318,131.12060094669684,2009,NA,NA,NA,NA,84.4,66.6,77.8,28.7,22.8,19.2,9.4,243.55
Las Vegas,26747.17370892019,0.028435559006211177,0.08744177018633541,0.08938276397515528,0.06696428571428571,0.7542701863354038,1.9701199338296111,1.9431481700817246,1.9431481700817246,1.8342391304347827,1.9719526397515528,41.23652730072249,2373.745114295866,15.425694724124044,2289.155513443089,39.243594720496894,1.875097049689441,1.1862383540372672,0.41178183229813664,308.70009842519687,100.0324145962733,2009,NA,NA,NA,NA,80.7,61.8,71.3,31.8,22.5,18.6,7.6,256.5
Long Beach,26653.498872095646,0.025326723749436685,0.07354664263181614,0.09256421811626858,0.07958539882830104,0.7606128886885984,1.9620702899942386,1.9273452209547015,1.9273452209547015,1.8178458765209553,1.971608832807571,70.52940524975081,1998.4272898438364,15.444267962253575,2439.108428397386,39.54195583596214,1.8524560612888687,1.1393420459666517,0.41198738170347005,299.65598744344936,92.71068048670573,2009,0.50218206,21.110325575384614,0.020877704615384615,1.2218839815384615,78.6,66.5,76.4,32.1,12.8,17.5,6.4,249.6
Los Angeles,29411.97039294984,0.012805926069379555,0.14377012273354475,0.09029509307899006,0.1921130988404464,0.5927521847539278,1.9647264950658319,1.9375352551732328,1.9375352551732328,1.857319228255344,1.9898327241037062,101.48413146097438,1308.6587893002404,15.229398775469237,1688.2088887569398,37.50272337747222,1.8899997579220025,1.2183059381732795,0.36519886707497157,287.3086261032957,110.15851267278317,2009,0.5202506788031723,21.817589926459984,0.02291665032444124,1.0297706369863013,78.6,66.5,76.4,32.1,12.8,17.5,6.4,249.6
Memphis,22462.960895764776,0.01005873219469385,0.012522784041045027,0.12198744346182407,0.0196786606359279,0.849557820833052,1.9672407606745606,1.9297163477677073,1.9297163477677073,1.8079052183892528,1.9746168905690946,40.93235985229943,1991.5970124202752,15.223615099096575,2676.75,39.70785796260042,1.8513467899817728,1.1386619860932965,0.44865996084520354,295.7693160557134,95.3235333828394,2009,NA,NA,NA,NA,81.3,78.5,76.8,24.6,19.7,11.9,7,331.9
Mesa,28263.313808985833,0.03878289931764378,0.040871744882328365,0.0321682216961426,0.055772176577078406,0.8603258599080907,1.9781820871237334,1.9544288645690835,1.9544288645690835,1.834145662164044,1.9773012115304276,43.88081395348837,2270.0854993160056,16.1753612716763,2506.5569425444596,38.49422086060437,1.890405236039549,1.1290906558975073,0.4237571368890127,320.4170836563535,110.85510374599637,2009,NA,NA,NA,NA,83.5,60.5,74.5,32.8,18.3,18.7,9,216.2
Miami,21110.883306632488,0.037211493170042395,0.01570105197048202,0.11064007955199665,0.047678861150363745,0.8176584497828021,1.962438698172091,1.9275371482769523,1.9275371482769523,1.7945779033861935,1.974982990527032,25.47897565602276,1375.6891558646855,15.03882755995432,2454.417325324059,41.227560579892184,1.8451876275710473,1.249018684251845,0.4254461715601612,266.0160319544758,93.60757837441776,2009,NA,NA,NA,NA,79.3,69.7,81.2,29.9,15,13.6,5.8,241.4
Milwaukee,20175.569280128333,0.014643363249881908,0.04030861281687923,0.35758148323098726,0.02566524956699732,0.5885687293339632,1.954813690777272,1.9230314960629922,1.9230314960629922,1.8378208156195874,1.9796882380727445,44.068897637795274,1687.0039370078741,15.335082827620141,2237.5807086614172,36.57424027712171,1.8601794992914502,1.1150999842544482,0.2774366241536766,251.4544844928751,175.64556762714534,2009,NA,NA,NA,NA,84.4,67.6,77.5,34.7,24.3,26.3,10.3,233.29999999999998
Minneapolis,25189.157611355848,0.02241174137247124,0.03451011503371678,0.08230860769535898,0.022808409361364537,0.8645378817929393,1.9665041339834641,1.9426367799469753,1.9426367799469753,1.8125743752479175,1.9710432368107893,56.129187756085805,1289.645697758496,16.087154068566708,2473.1583514099784,39.629115430384765,1.8627528758429195,1.0989686632288775,0.403609678698929,288.38986556359873,115.28302261007536,2009,NA,NA,NA,NA,89,68,78.5,33.9,17.8,23,7.5,169.9
New York,32536.68566719709,0.008141112618724558,0.13022696435179473,0.254486863204638,0.11878623411866289,0.515958430985568,1.9633137258114728,1.9299568764351187,1.9299568764351187,1.8351578882447268,1.9901782410262736,73.3383239681147,1602.6131760225512,15.624445973406724,2076.0112009259433,38.74250647588504,1.8724867398544467,1.1208523498211422,0.3446095966448748,298.33849714258724,129.37200875786357,2009,0.40040729333333336,21.685016767407408,0.019429961481481482,4.512121793333334,81.4,72.7,80.5,30.9,16.1,17.5,9.2,311.72
Oakland,26653.165965670116,0.019499377679435763,0.0829299774120684,0.08463559673627438,0.04222560272899092,0.7960171483888813,1.9660160847391133,1.9354261093391527,1.9354261093391527,1.8063891577928364,1.9739547319411792,50.96077443903531,1801.118571988137,15.783304581176921,2583.716076324772,40.96957543908173,1.8595399437606601,1.1135389296086295,0.4508366754252524,310.8821005986895,93.80892453786936,2009,NA,NA,NA,NA,85.3,64.3,79.1,38.6,11.7,20.8,8.6,218.3
Oklahoma City,26370.884029892055,0.0860191637630662,0.046820557491289196,0.14111498257839722,0.05574912891986063,0.7402003484320557,1.966854724964739,1.9366466411796832,1.9366466411796832,1.8423344947735192,1.9699477351916377,23.74385581649372,2041.5210267613327,15.445330296127562,2262.151829601311,37.819686411149824,1.8475609756097562,1.1681184668989546,0.415287456445993,296.1237756010686,121.9793118466899,2009,NA,NA,NA,NA,82.3,56.3,68.2,25.3,25.2,18.9,11.3,308.075
Omaha,27025.409476978097,0.013937896965419902,0.016055045871559634,0.0979181369089626,0.034227240649259,0.8574453069865914,1.966281492706952,1.931703018285966,1.931703018285966,1.8295695130557517,1.9752999294283697,28.352059925093634,1808.2903723287068,15.700533775078226,2441.912315487993,38.44707127734651,1.8512702893436839,1.1372618207480594,0.4308398023994354,308.1137931034483,117.1559633027523,2009,NA,NA,NA,NA,86.4,61.1,74.2,28.4,21.4,24,6.8,231
Philadelphia,21368.05001576127,0.01699257108701221,0.05097771326103663,0.3480488429681496,0.04158483477072838,0.5669883015967894,1.94721061239324,1.8954545454545455,1.8954545454545455,1.79523524891128,1.980872683801554,89.59607438016529,1770.0619834710744,15.3369093004699,2604.6053719008264,39.927845615233544,1.8078729399709674,1.1179233199555973,0.3359234907352062,263.5535111111111,154.73290069165742,2009,0.3204151931034483,18.313957419310345,0.01926823448275862,2.575729048275862,83.4,72.6,80.7,29.9,19.7,22.2,9.6,338.3
Phoenix,28653.623157500937,0.030408289423331666,0.039062729975567395,0.04815872361720291,0.059668540814223896,0.8515792882164199,1.9767924528301888,1.9514902061666237,1.9514902061666237,1.8521091519236996,1.976656560007065,35.49520414538238,2073.9329682848847,15.674016085135012,2283.748631068318,37.65111418562892,1.8883165052544817,1.154602455035177,0.4167378057755144,311.5089757758595,113.24647493450296,2009,0.5154726988795518,19.618947528011205,0.02497357843137255,1.6244319278711485,83.5,60.5,74.5,32.8,18.3,18.7,8.8,216.2
Portland,26957.80280203998,0.020308653664078774,0.051079341033895095,0.04804961181594395,0.030297292179511454,0.8787161522438932,1.9700583735909822,1.937149465163342,1.937149465163342,1.8385249005870101,1.9782711607650065,41.23561723041342,1940.962127782596,15.985914110429448,2320.2844752818733,39.155131603862905,1.8630941109638326,1.136290475288771,0.43381935239537966,312.37241077506565,102.6586820677902,2009,0.3244238429394813,10.359543484149857,0.019251651296829972,1.6073562622478386,84.9,56.7,73.7,38.7,17,17.4,12,214.20000000000002
Raleigh,33114.032258064515,0.006999681832643971,0.05186127903277124,0.26089723194400255,0.02513522112631244,0.6719694559338212,1.9767123287671233,1.9540856031128404,1.9540856031128404,1.8730512249443207,1.986000636334712,58.6147859922179,2230.0077821011673,16.767232767232766,1794.8015564202335,36.09385937002863,1.9102768055997454,1.1419026407890551,0.3649379573655743,329.8627517924206,110.72160356347439,2009,NA,NA,NA,NA,87.9,74,83.2,30.1,16.3,18.6,8.6,224.5
Sacramento,24757.683208701565,0.028050741468643916,0.16401643737716634,0.12006432017152045,0.08129355011613364,0.6566017509380025,1.9619544225569718,1.925479696564034,1.925479696564034,1.8368768983383956,1.980346614257638,147.4854975457385,2503.703703703704,15.407372754491018,2139.0852298081213,37.70144720385921,1.8517062712167232,1.123637663033768,0.36912631767018045,288.4247351114359,101.96623190995176,2009,NA,NA,NA,NA,86.3,60.2,76.5,40.2,13.5,20,8.8,260.8
San Antonio,23793.309284348765,0.014263485477178423,0.02567427385892116,0.06950207468879668,0.10924533195020747,0.8102308091286307,1.9629578438147892,1.9267676767676767,1.9267676767676767,1.8296810165975104,1.963174273858921,26.104920169436298,2596.9786575431735,15.066415449835139,2195.1735092864124,38.20468101659751,1.8473807053941909,1.1680497925311204,0.4139004149377593,288.574958485553,115.63440093360995,2009,0.237086909215956,8.311208778541953,0.024156002751031636,0.3973464312242091,81.2,60.8,73.8,29.6,18.1,21.7,7.3,252.5
San Diego,31777.80013504389,0.019287488357652902,0.1309764048432164,0.05308910276311705,0.06073424402359516,0.7742548897857808,1.9730131220599159,1.9461290628257368,1.9461290628257368,1.8473300217323811,1.9762108040981061,65.62730976973373,2449.8777598787074,16.06733708769107,2030.5505543447362,38.4836619062403,1.8925411362930766,1.1463054951878298,0.41997826761875195,335.0034442708959,106.34977491462278,2009,0.6401056237897649,19.292999753803596,0.024585908713692945,2.7070537593360995,84,62.2,77.7,37.4,13.3,19,9,225.5
San Francisco,44071.8044112877,0.01665006403870784,0.33499359612921586,0.06318485840330156,0.04852710971965277,0.576348370570656,1.9639021479713603,1.9315950426525028,1.9315950426525028,1.8299416536217448,1.9856268677956455,57.57765974569451,1848.1055850635764,17.38227551915765,1843.8516014807662,41.556567525259716,1.881457236373986,1.1033157819837769,0.3591859968692187,346.8068149003754,116.06033869361036,2009,NA,NA,NA,NA,85.3,64.3,79.1,38.6,11.7,20.8,8.6,205.7
San Jose,40029.45550513936,0.015078319426145513,0.3519250475772215,0.028399941443419705,0.10122968818620992,0.5435514565949349,1.97609375,1.9553011719814664,1.9553011719814664,1.8666373883765188,1.9877031181379008,58.648133006268736,1895.3175252112292,15.9190646116468,1792.0132642863632,37.567852437417656,1.9142146098667838,1.110525545308154,0.4502269067486459,369.14845376152243,106.59317815839555,2009,0.35098984285714285,13.40817526984127,0.01825899365079365,0.3369833523809524,85.1,65.6,78.7,39,14.1,19.9,5.1,181.1
Seattle,40939.535457809696,0.017929438982070563,0.1575091575091575,0.06477732793522267,0.015808752650857915,0.7877385772122614,1.9751375585897697,1.9517884914463453,1.9517884914463453,1.8598419124734915,1.989010989010989,61.624083536991776,1599.1846256387469,17.85785486443381,1935.2055098866917,39.2486986697513,1.90302679776364,1.0936957779063041,0.3774821669558512,360.2021704180064,118.90900327742433,2009,NA,NA,NA,NA,87.1,60.5,74,33.5,14.5,20.4,5,208.3
Tucson,22783.006400787788,0.03898322113935497,0.032854415754044006,0.03235205465688737,0.0759569978900834,0.8466793931477946,1.9714467678590384,1.9396844660194175,1.9396844660194175,1.7930272279714659,1.957299306741686,50.765776699029125,3110.6577669902913,16.130678864746855,3067.106796116505,41.04551391540239,1.8561237817743395,1.126193107605747,0.42730834924143474,297.98723491867406,102.48337184768411,2009,0.26805811506849314,12.328058309589041,0.028101893150684933,0.5095263273972602,83.5,65.3,74.2,34.9,18.7,16.4,7.8,229.1
Tulsa,26042.39723801787,0.0949919224555735,0.027140549273021,0.13376413570274637,0.03812600969305331,0.7744749596122779,1.969295184926727,1.9346955128205128,1.9346955128205128,1.830048465266559,1.9702746365105008,38.60977564102564,1428.0929487179487,15.720364741641337,2636.6546474358975,38.07237479806139,1.8436187399030695,1.1867528271405492,0.3925686591276252,282.90298013245035,126.15864297253636,2009,0.26151105017921145,8.645485953405018,0.0278624623655914,0.6906942329749104,80.7,58.5,72.9,27.5,26.3,15.6,6.9,298.425
Virginia Beach,30678.94527067222,0.013289036544850499,0.08044613194114855,0.16326530612244897,0.01020408163265306,0.77218794494542,1.978299268231138,1.957907044723765,1.957907044723765,1.8561936402467965,1.970811580446132,8.441976030400468,3461.3329435837472,16.259753086419753,2156.6997953814675,37.84314190792596,1.8917892738490745,1.0840056953013764,0.44565733270052205,351.6978140763872,102.90270526815377,2009,NA,NA,NA,NA,82.4,78.8,77.3,31.5,24.1,22.7,8.8,224.3
Wichita,26619.95140543116,0.029213483146067417,0.05131086142322097,0.09550561797752809,0.0348314606741573,0.8288389513108614,1.966841892438334,1.9348030018761726,1.9348030018761726,1.8168539325842696,1.9711610486891387,54.43714821763602,1710.9333958724203,15.67033398821218,2825.717636022514,39.01498127340824,1.857677902621723,1.148689138576779,0.4052434456928839,305.5978013646702,130.8621722846442,2009,NA,NA,NA,NA,83.9,70.9,73.8,25.5,22.9,15.4,10.3,260
Albuquerque,25346.765542907182,0.05661047027506655,0.032830523513753325,0.0354924578527063,0.12919254658385093,0.7838509316770186,1.9676748582230623,1.9395048439181917,1.9395048439181917,1.819698314108252,1.9684117125110914,64.05382131324005,3423.3261571582348,16.186693697014377,2567.8083961248653,40.34764862466726,1.867080745341615,1.1346938775510205,0.4035492457852706,305.0204410973642,117.89387755102041,2010,NA,NA,NA,NA,83.7,58.5,72.7,32.4,22.4,17,10.6,220
Arlington,22166.533939044322,0.016946535417872995,0.019455703532136652,0.06558579424821463,0.015556842308434663,0.8996332754294538,1.970793624712455,1.938388178084132,1.938388178084132,1.796101138776298,1.9686933024512643,38.810254473348756,1695.995467636089,15.46378144874205,2948.0364477597846,40.816020073344916,1.8574792511098244,1.1205944798301486,0.4722640416907933,297.18039091305553,83.86110789422891,2010,NA,NA,NA,NA,82.8,63,70.4,26.4,17.3,19.7,8.3,278.9
Atlanta,27332.971472042602,0.010381905821282907,0.028055864540847856,0.23890742800642686,0.015202076381164257,0.725126683969843,1.9668490081065049,1.9324415721049073,1.9324415721049073,1.8122605363984674,1.974539611914473,33.546253851356425,2008.1704366123092,16.042867227106463,2615.4500638761556,39.99394388827092,1.8595352861203807,1.150105054999382,0.3977876653071314,292.3794662760334,88.84556915090842,2010,NA,NA,NA,NA,84,70.1,77.8,32.1,17.8,17.9,9.4,255
Austin,30489.00391109415,0.010048352976730129,0.05318827440314294,0.07290722272589906,0.06187669990933817,0.8275914173466304,1.9751678395211518,1.949348091173436,1.949348091173436,1.871713508612874,1.9786944696282864,23.402119876184223,1726.481568333177,15.95585805334802,1926.1939780508396,36.37503777576307,1.8868993653671804,1.1493653671804172,0.4087337564218797,312.51024495455243,102.05537926866123,2010,NA,NA,NA,NA,88,62.3,73.1,32.3,14.7,22.8,5.7,204.96666666666667
Baltimore,24063.41386925795,0.009018759018759018,0.030844155844155844,0.5865800865800865,0.012445887445887446,0.38311688311688313,1.9547546012269938,1.9140743963454427,1.9140743963454427,1.8252164502164503,1.9774531024531024,111.46182292799652,1629.8694800957146,15.43810770381451,2226.354144006961,38.673881673881674,1.8244949494949494,1.1291486291486292,0.25901875901875904,262.6419499439671,111.95725108225108,2010,NA,NA,NA,NA,84.3,77.3,83.5,26.8,21.7,20.1,9.6,365.5
