favorite_count,source,text,in_reply_to_screen_name,is_retweet,created_at,retweet_count,id_str
1,Twitter Web Client,"Wash. State Park Shooting Leaves 2 Dead, 4 Wounded; 6 People Arrested http://bit.ly/a9OJRO",,False,Sun Jul 18 11:52:38 +0000 2010,13,18835082394
2,Twitter Web Client,"Council on Foreign Relations President on FTN: Why must we assume, if the Taliban regain power in Afghanistan, they'll again aid al Qaeda?",,False,Sun Aug 01 14:55:37 +0000 2010,8,20067252895
0,TweetDeck,U.S. official: former Sen. Ted Stevens may have been aboard crashed Alaska plane. Details Soon,,False,Tue Aug 10 13:17:51 +0000 2010,3,20793702358
0,TweetDeck,BP says it has finished plugging blown-out Gulf of Mexico well with cement.,,False,Thu Aug 05 20:52:50 +0000 2010,26,20415802848
0,Twitter Web Client,"No Flight Risk: JetBlue Flight Attendant Free on Bail; Accused of Cursing Out Unruly PAX, Exiting on Emergency Slide http://bit.ly/d8DSBa",,False,Tue Aug 10 16:25:57 +0000 2010,9,20807397791
2,Twitter Web Client,"3 bodies found shot, hanged in central Mexico; apparent inter-cartel bloodshed: http://bit.ly/dhJzeo",,False,Wed Jul 14 07:22:35 +0000 2010,15,18502233526
0,Hootsuite,@dwagknar hello,,False,Fri Aug 20 21:19:17 +0000 2010,0,21695668940
0,Hootsuite,@TktAlt_NY Thanks for the mention,TktAlt_NY,False,Fri Aug 13 18:42:16 +0000 2010,0,21086734882
4,TweetDeck,Reporter's Sex-Trafficking Questions Leaves Craigslist Founder Silent        http://bit.ly/a0H2ze,,False,Wed Aug 04 20:01:59 +0000 2010,17,20329486258
2,TweetDeck,"New Plan for Asian Carp: If You Can't Stop `Em, Eat `Em http://bit.ly/aAAhNV",,False,Tue Jul 13 20:32:19 +0000 2010,2,18464313306
0,Twitter Web Client,"World Cup: Spain Scores 37 Minutes Into Second Half, Leads Paraguay 1-0.",,False,Sat Jul 03 20:11:10 +0000 2010,11,17674223187
4,Twitter Web Client,"Suicide Bomber, Islamist Gunmen Attack Hotel in Mogadishu; 32 Dead, Including 6 Members of Parliament http://bit.ly/9yfAGa",,False,Tue Aug 24 14:54:34 +0000 2010,20,22006651674
0,TweetDeck,"Harold Dow Broke Barriers, Landed Exclusives | ""48 Hours Mystery""'s Peter Van Sant Remembers Departed Friend http://bit.ly/9Didve",,False,Sun Aug 22 00:07:05 +0000 2010,11,21787363343
3,TweetDeck,"NYC Bomber Faisal Shahzad Vows ""Revenge"" in Video http://bit.ly/9IPuIb",,False,Wed Jul 14 16:27:44 +0000 2010,4,18531684609
0,Twitter Web Client,The Boston Pops - For millions of music fans there's no more rousing way to celebrate the Fourth of July (Video)  http://bit.ly/8Z4Sss,,False,Sun Jul 04 20:29:07 +0000 2010,19,17742607063
1,TweetDeck,"Obama: Mosque Remarks about Rights, Not My Views | Clarifies Support to Right to Build Mosque Near Ground Zero http://bit.ly/9h0eEc",,False,Sat Aug 14 20:57:49 +0000 2010,15,21177446734
3,TweetDeck,Comprehensive Energy Bill Dies in Senate       http://bit.ly/cOMvi0,,False,Thu Jul 22 19:09:09 +0000 2010,17,19277094050
1,Twitter Web Client,"GOP Quiet Over Same-Sex Marriage; Wash Post Columnist Says Party Wary of Making Issue of Prop 8, to Protect Coalition http://bit.ly/aBL1Gx",,False,Sun Aug 08 20:17:21 +0000 2010,4,20652108472
1,Hootsuite,"Pelosi: ""The Senate is moving at a glacial pace, slower than the glaciers are actually melting."" http://bit.ly/cQV3cS",,False,Wed Jul 28 16:55:35 +0000 2010,5,19755182743
1,Twitter Web Client,Nebraska town may nix voter-approved anti-illegal immigrant law to save cash: http://bit.ly/aocgts,,False,Tue Jul 27 12:13:46 +0000 2010,5,19651742753
1,TweetDeck,"Chevy Volt Will Cost $41,000   http://bit.ly/bxBFhP",,False,Tue Jul 27 17:22:53 +0000 2010,11,19672998185
