favorite_count,source,text,in_reply_to_screen_name,is_retweet,created_at,retweet_count,id_str
255,SocialFlow,One batch may not be enough https://t.co/kcFWRWy9ea https://t.co/6kNQpf3TcT,,False,Thu Jan 12 17:45:08 +0000 2017,52,819601117365567489
192,SocialFlow,"Alan Colmes, Sean Hannity’s liberal sparring partner for 12 years on Fox News, has died at 66 https://t.co/Y8ZHTC1XF0",,False,Thu Feb 23 17:14:04 +0000 2017,148,834813590955765761
146,SocialFlow,"Alec McCowen, British Actor Who Played Saint and Fool, Dies at 91 https://t.co/AvLaovOM4N",,False,Wed Feb 08 05:53:53 +0000 2017,69,829206598656655361
776,SocialFlow,"Opinion: In addition to the dire human toll, Trump's immigration plan will have severe economic costs https://t.co/id5eq2jk1M",,False,Sun Feb 26 21:01:01 +0000 2017,533,835957867446419456
335,SocialFlow,Reince Priebus defended not mentioning Jews in a White House statement made on a remembrance day for the Holocaust https://t.co/KR1KH2Defx,,False,Mon Jan 30 05:35:06 +0000 2017,383,825940378960424960
359,SocialFlow,"What is the Logan Act, and how does it apply to Michael Flynn's resignation? https://t.co/SREowy6e31",,False,Wed Feb 15 06:51:06 +0000 2017,205,831757712140726272
278,SocialFlow,"NBC is looking to place its new star Megyn Kelly in the morning hours, potentially shaking up 'Today' https://t.co/ao4MQALpzB",,False,Sat Jan 28 12:41:04 +0000 2017,75,825322804073656321
137,SocialFlow,"Many Republicans say they support Donald Trump's proposal for a wall, but they are likely to balk at the price tag https://t.co/vQ4MeqPMla",,False,Tue Jan 03 11:17:03 +0000 2017,101,816241963838111744
111,SocialFlow,"The race for governor of Jakarta has consumed Indonesia's ethnic Chinese, who remain divided on Basuki Purnama https://t.co/8MEBT4zEBe",,False,Sun Feb 12 08:04:20 +0000 2017,112,830688976440803328
222,SocialFlow,One NYT reader's reaction to the Trump administration's new deportation rules https://t.co/CXDkmliN1V https://t.co/4JUhfonN0U,,False,Wed Feb 22 23:00:29 +0000 2017,81,834538380142792705
257,SocialFlow,"""New deportation rules proposed by the Trump administration risk creating an American underclass"" https://t.co/XZTlhsQumx",,False,Fri Feb 24 14:00:13 +0000 2017,180,835127193193820161
293,SocialFlow,"Bannon will sit alongside the secretaries of state, Treasury, defense and energy at the National Security Council https://t.co/jawHCo05kp",,False,Tue Jan 31 14:10:02 +0000 2017,342,826432356760170496
159,SocialFlow,House Republicans revive an 1876 rule allowing lawmakers to target a single federal worker’s salary https://t.co/jKUTAVP8Yj,,False,Fri Jan 06 13:56:05 +0000 2017,163,817369146568613888
