City,year,CVDperCapita
Virginia Beach,2005,255.3
Virginia Beach,2006,248.5
Virginia Beach,2007,238.8
Virginia Beach,2008,231.6
Virginia Beach,2009,224.3
Virginia Beach,2010,221.5
Virginia Beach,2011,211.7
Virginia Beach,2012,214.9
Virginia Beach,2013,214.4
Virginia Beach,2014,213
Wichita,1980,438.4
Wichita,1981,433.9
Wichita,1982,418.2
Wichita,1983,423.6
Wichita,1984,426.9
Wichita,1985,415
Wichita,1986,414.8
Wichita,1987,399.9
Wichita,1988,392.3
Wichita,1989,382.9
Wichita,1990,372.7
Wichita,1991,356.5
Wichita,1992,351.7
Wichita,1993,342.6
Wichita,1994,350.6
Wichita,1995,346.2
Wichita,1996,338.6
Wichita,1997,335.1
Wichita,1998,335.2
Wichita,1999,324.6
Wichita,2000,325.2
Wichita,2001,317.9
Wichita,2002,323.1
Wichita,2003,305.4
Wichita,2004,291.3
Wichita,2005,293.9
Wichita,2006,275.9
Wichita,2007,280.8
Wichita,2008,263
Wichita,2009,260
Wichita,2010,257.1
Wichita,2011,253.5
Wichita,2012,254.1
Wichita,2013,251.2
Wichita,2014,257.9
